inflation,inflation_no_f_e,unemployment,total_ui_claims,q_output,industry,jo,u,w,year,month,after_covid,jo_log,u_log,w_log,inflation_log,inflation_fe_log,ui_claims_log,unemployment_log
270.664,277.58499,9547,1642000,567.90,11,24,561,35,2021,6,1,3.1780539,6.329721,3.5553482,5.6008782,5.6261272,14.311425,9.1639824
271.99399,278.612,8770,1819000,,11,30,561,35,2021,7,1,3.4011974,6.329721,3.5553482,5.6057801,5.6298203,14.413797,9.079092
272.789,278.99301,8288,1397000,,11,33,561,35,2021,8,1,3.4965076,6.329721,3.5553482,5.6086988,5.631187,14.149837,9.0225639
273.88699,279.70999,7659,1362000,565.70,11,31,561,35,2021,9,1,3.4339871,6.329721,3.5553482,5.6127157,5.6337533,14.124465,8.9436369
276.43399,281.62299,7244,1417000,,11,30,561,35,2021,10,1,3.4011974,6.329721,3.5553482,5.6219721,5.6405692,14.164053,8.887929
278.79901,283.39301,6733,958000,,11,33,561,35,2021,11,1,3.4965076,6.329721,3.5553482,5.6304913,5.6468349,13.772603,8.8147764
280.80801,285.22101,6305,858000,575.30,11,38,561,35,2021,12,1,3.6375861,6.329721,3.5553482,5.637671,5.6532645,13.662359,8.7490978
282.39001,286.811,6549,1187000,,11,36,556,35,2022,1,1,3.583519,6.3207684,3.5553482,5.6432891,5.6588235,13.986939,8.7870674
284.535,288.28699,6279,888000,,11,33,556,36,2022,2,1,3.4965076,6.3207684,3.583519,5.6508565,5.6639566,13.696727,8.7449656
287.55301,289.04099,5993,872000,581.10,11,40,556,36,2022,3,1,3.6888795,6.3207684,3.583519,5.661407,5.6665683,13.678545,8.6983471
288.76401,290.51501,6034,1078000,,11,42,556,35,2022,4,1,3.7376697,6.3207684,3.5553482,5.6656098,5.6716552,13.890618,8.7051659
291.35901,292.07199,5966,849000,,11,33,556,36,2022,5,1,3.4965076,6.3207684,3.583519,5.6745563,5.6770005,13.651814,8.6938324
294.996,293.97198,5984,867000,583.40,11,35,556,36,2022,6,1,3.5553482,6.3207684,3.583519,5.6869617,5.6834846,13.672794,8.6968441
294.97699,295.05499,5783,1075000,,11,35,556,36,2022,7,1,3.5553482,6.3207684,3.583519,5.6868973,5.6871619,13.887832,8.6626778
295.20901,296.569,5983,841000,,11,20,556,36,2022,8,1,2.9957323,6.3207684,3.583519,5.6876836,5.6922798,13.642347,8.6966772
296.341,298.284,5755,762000,599.80,11,29,556,36,2022,9,1,3.3672957,6.3207684,3.583519,5.6915107,5.6980462,13.543702,8.6578245
297.86301,299.35101,5950,1007000,,11,41,556,36,2022,10,1,3.713572,6.3207684,3.583519,5.6966338,5.7016168,13.822486,8.6911469
298.64801,300.29199,5956,850000,,11,42,556,36,2022,11,1,3.7376697,6.3207684,3.583519,5.6992655,5.7047553,13.652991,8.6921539
298.81201,301.423,5698,1053000,594.80,11,39,556,37,2022,12,1,3.6635616,6.3207684,3.6109178,5.6998148,5.7085147,13.867154,8.6478701
300.35599,302.70901,5719,798000,,11,36,577,37,2023,1,1,3.583519,6.3578424,3.6109178,5.7049685,5.7127719,13.589864,8.6515493
301.509,304.12399,5962,874000,,11,39,577,37,2023,2,1,3.6635616,6.3578424,3.6109178,5.7087998,5.7174354,13.680836,8.693161
301.74399,305.112,5866,968000,606.20,11,30,577,37,2023,3,1,3.4011974,6.3578424,3.6109178,5.709579,5.7206788,13.782988,8.6769285
303.03201,306.539,5715,1185000,,11,36,577,38,2023,4,1,3.583519,6.3578424,3.6375861,5.7138386,5.7253451,13.985253,8.6508493
303.36499,307.646,6117,919000,,11,32,577,38,2023,5,1,3.4657359,6.3578424,3.6375861,5.7149367,5.7289495,13.731041,8.7188272
304.00299,308.245,5997,1027000,594.00,11,31,577,38,2023,6,1,3.4339871,6.3578424,3.6375861,5.7170377,5.730895,13.842153,8.6990147
304.62799,308.94501,5904,1162000,,11,26,577,38,2023,7,1,3.2580965,6.3578424,3.6375861,5.7190914,5.7331634,13.965653,8.6833849
306.18701,309.65601,6340,951000,,11,30,577,38,2023,8,1,3.4011974,6.3578424,3.6375861,5.724196,5.7354622,13.765269,8.7546339
307.28799,310.64401,6347,1054000,595.80,11,35,577,39,2023,9,1,3.5553482,6.3578424,3.6635616,5.7277856,5.7386475,13.868103,8.7557373
307.53101,311.39001,6443,843000,,11,23,577,39,2023,10,1,3.1354942,6.3578424,3.6635616,5.7285757,5.7410464,13.644722,8.7707491
308.02399,312.349,6262,881000,,11,32,577,39,2023,11,1,3.4657359,6.3578424,3.6635616,5.7301779,5.7441211,13.688813,8.7422552
308.742,313.20901,6268,1053000,,11,32,577,39,2023,12,1,3.4657359,6.3578424,3.6635616,5.7325058,5.7468705,13.867154,8.7432127
231.679,232.229,12471,1412000,,12,96,5262,22,2013,1,0,4.5643482,8.5682669,3.0910425,5.445353,5.4477239,14.160518,9.4311609
232.937,232.569,11950,1412000,,12,104,5262,22,2013,2,0,4.6443911,8.5682669,3.0910425,5.450768,5.4491868,14.160518,9.3884869
232.282,232.79401,11689,1759000,,12,84,5262,22,2013,3,0,4.4308167,8.5682669,3.0910425,5.4479523,5.4501538,14.380256,9.3664036
231.797,232.832,11760,1389000,,12,87,5262,22,2013,4,0,4.4659081,8.5682669,3.0910425,5.4458618,5.4503174,14.144094,9.3724594
231.89301,232.996,11654,1391000,,12,94,5262,22,2013,5,0,4.5432949,8.5682669,3.0910425,5.4462762,5.4510212,14.145534,9.3634043
232.44501,233.35001,11751,1723000,,12,78,5262,22,2013,6,0,4.356709,8.5682669,3.0910425,5.4486537,5.4525394,14.359577,9.3716936
232.89999,233.88,11335,1384000,,12,99,5262,22,2013,7,0,4.59512,8.5682669,3.0910425,5.4506092,5.4548082,14.140489,9.3356504
233.45599,234.336,11279,1667000,,12,91,5262,22,2013,8,0,4.5108595,8.5682669,3.0910425,5.4529934,5.4567561,14.326536,9.330698
233.54401,234.7,11270,1256000,,12,91,5262,22,2013,9,0,4.5108595,8.5682669,3.0910425,5.4533706,5.4583082,14.043443,9.3298998
233.66901,234.92101,11136,1434000,,12,116,5262,22,2013,10,0,4.7535901,8.5682669,3.0910425,5.4539056,5.4592495,14.175979,9.3179388
234.10001,235.35899,10787,1641000,,12,145,5262,22,2013,11,0,4.9767337,8.5682669,3.0910425,5.4557486,5.461112,14.310817,9.2860966
234.71899,235.759,10404,1384000,,12,114,5262,22,2013,12,0,4.7361984,8.5682669,3.0910425,5.4583888,5.46281,14.140489,9.2499456
235.28799,235.961,10202,1307000,,12,94,5359,22,2014,1,0,4.5432949,8.5865326,3.0910425,5.4608102,5.4636664,14.083245,9.2303391
235.547,236.185,10349,1341000,,12,123,5359,22,2014,2,0,4.8121843,8.5865326,3.0910425,5.4619102,5.4646153,14.108926,9.2446451
236.028,236.625,10380,1605000,,12,125,5359,22,2014,3,0,4.8283138,8.5865326,3.0910425,5.4639506,5.4664764,14.288634,9.2476358
236.468,237.07201,9702,1291000,,12,103,5359,22,2014,4,0,4.6347289,8.5865326,3.0910425,5.4658127,5.4683638,14.070928,9.1800871
236.918,237.52901,9859,1569000,,12,119,5359,22,2014,5,0,4.7791233,8.5865326,3.0910425,5.4677143,5.4702897,14.265949,9.1961403
237.231,237.83701,9460,1254000,,12,129,5359,22,2014,6,0,4.8598123,8.5865326,3.0910425,5.4690342,5.4715858,14.041849,9.1548281
237.498,238.19501,9608,1207000,,12,104,5359,22,2014,7,0,4.6443911,8.5865326,3.0910425,5.4701591,5.4730897,14.003649,9.170351
237.46001,238.405,9599,1510000,,12,136,5359,23,2014,8,0,4.9126549,8.5865326,3.1354942,5.4699993,5.4739709,14.22762,9.1694145
237.47701,238.786,9262,1180000,,12,125,5359,22,2014,9,0,4.8283138,8.5865326,3.0910425,5.4700708,5.4755678,13.981025,9.1336756
237.42999,239.19099,8990,1155000,,12,105,5359,23,2014,10,0,4.6539602,8.5865326,3.1354942,5.469873,5.4772625,13.959611,9.1038685
236.983,239.45799,9090,1458000,,12,125,5359,23,2014,11,0,4.8283138,8.5865326,3.1354942,5.4679885,5.4783778,14.192576,9.1149302
236.252,239.584,8717,1138000,,12,116,5359,23,2014,12,0,4.7535901,8.5865326,3.1354942,5.4648991,5.4789042,13.944783,9.0730305
234.74699,239.811,8885,1438000,,12,122,5258,23,2015,1,0,4.8040209,8.5675058,3.1354942,5.4585085,5.4798512,14.178763,9.0921202
235.342,240.172,8599,1205000,,12,115,5258,23,2015,2,0,4.7449322,8.5675058,3.1354942,5.4610395,5.4813552,14.00199,9.0594015
235.976,240.755,8515,1136000,,12,125,5258,23,2015,3,0,4.8283138,8.5675058,3.1354942,5.4637299,5.4837799,13.943024,9.0495844
236.222,241.34599,8550,1144000,,12,123,5258,23,2015,4,0,4.8121843,8.5675058,3.1354942,5.4647722,5.4862313,13.950042,9.0536861
237.00101,241.688,8834,1370000,,12,131,5258,23,2015,5,0,4.8751974,8.5675058,3.1354942,5.4680643,5.4876475,14.130322,9.0863628
237.657,242.064,8247,1095000,,12,115,5258,23,2015,6,0,4.7449322,8.5675058,3.1354942,5.4708285,5.489202,13.906265,9.0176048
238.034,242.565,8167,1111000,,12,139,5258,23,2015,7,0,4.934474,8.5675058,3.1354942,5.4724135,5.4912696,13.920771,9.0078573
238.033,242.817,7992,1376000,,12,122,5258,23,2015,8,0,4.8040209,8.5675058,3.1354942,5.4724092,5.4923081,14.134691,8.9861965
237.498,243.31599,7907,1078000,,12,130,5258,23,2015,9,0,4.8675346,8.5675058,3.1354942,5.4701591,5.4943609,13.890618,8.9755039
237.733,243.76801,7922,1335000,,12,133,5258,23,2015,10,0,4.8903489,8.5675058,3.1354942,5.471148,5.4962168,14.104442,8.9773989
238.017,244.241,8000,1074000,,12,126,5258,23,2015,11,0,4.8362818,8.5675058,3.1354942,5.472342,5.4981556,13.886901,8.9871969
237.761,244.547,7907,1084000,,12,148,5258,23,2015,12,0,4.9972124,8.5675058,3.1354942,5.4712658,5.4994073,13.896169,8.9755039
237.65199,244.955,7627,1398000,,12,145,5536,23,2016,1,0,4.9767337,8.6190271,3.1354942,5.4708076,5.5010743,14.150553,8.9394503
237.336,245.50999,7702,1067000,,12,155,5536,23,2016,2,0,5.0434251,8.6190271,3.1354942,5.4694767,5.5033379,13.880362,8.949235
238.08,245.91299,7961,1053000,,12,161,5536,23,2016,3,0,5.0814042,8.6190271,3.1354942,5.4726067,5.5049777,13.867154,8.9823103
238.992,246.55099,8067,1330000,,12,192,5536,24,2016,4,0,5.2574954,8.6190271,3.1780539,5.4764299,5.5075688,14.10069,8.9955368
239.55701,247.13699,7652,1098000,,12,168,5536,24,2016,5,0,5.1239638,8.6190271,3.1780539,5.4787912,5.509943,13.909001,8.9427223
240.222,247.53999,7744,1061000,,12,166,5536,24,2016,6,0,5.1119876,8.6190271,3.1780539,5.4815636,5.5115724,13.874722,8.9546738
240.101,247.82899,7641,1297000,,12,146,5536,24,2016,7,0,4.9836068,8.6190271,3.1780539,5.4810596,5.5127392,14.075564,8.9412842
240.545,248.423,7784,1054000,,12,142,5536,24,2016,8,0,4.9558272,8.6190271,3.1780539,5.4829073,5.5151329,13.868103,8.9598255
241.17599,248.842,7953,1006000,,12,139,5536,24,2016,9,0,4.934474,8.6190271,3.1780539,5.485527,5.516818,13.821492,8.9813042
241.741,249.142,7811,1279000,,12,115,5536,24,2016,10,0,4.7449322,8.6190271,3.1780539,5.4878669,5.518023,14.061589,8.9632883
242.026,249.481,7553,983000,,12,150,5536,24,2016,11,0,5.0106354,8.6190271,3.1780539,5.4890451,5.519383,13.798365,8.9296999
242.63699,249.92,7521,1261000,,12,167,5536,24,2016,12,0,5.1179938,8.6190271,3.1780539,5.4915667,5.5211411,14.047416,8.9254541
243.618,250.467,7468,976000,,12,159,5477,24,2017,1,0,5.0689044,8.6083126,3.1780539,5.4956012,5.5233274,13.791218,8.9183826
244.006,250.998,7379,921000,,12,166,5477,24,2017,2,0,5.1119876,8.6083126,3.1780539,5.4971929,5.525445,13.733215,8.9063931
243.892,250.944,7073,935000,,12,168,5477,24,2017,3,0,5.1239638,8.6083126,3.1780539,5.4967256,5.5252299,13.748302,8.8640404
244.19299,251.22701,7089,1139000,,12,172,5477,24,2017,4,0,5.1474943,8.6083126,3.1780539,5.4979587,5.5263567,13.945662,8.8662996
244.004,251.42999,7000,956000,,12,152,5477,24,2017,5,0,5.0238805,8.6083126,3.1780539,5.4971848,5.5271645,13.770514,8.8536654
244.16299,251.746,6873,992000,,12,175,5477,24,2017,6,0,5.1647859,8.6083126,3.1780539,5.4978361,5.5284204,13.807478,8.8353558
244.243,251.985,6892,1254000,,12,191,5477,25,2017,7,0,5.2522736,8.6083126,3.2188759,5.4981637,5.5293694,14.041849,8.8381166
245.183,252.535,7082,991000,,12,178,5477,24,2017,8,0,5.1817837,8.6083126,3.1780539,5.5020051,5.5315499,13.80647,8.8653116
246.435,252.812,6854,1362000,,12,160,5477,25,2017,9,0,5.0751739,8.6083126,3.2188759,5.5070982,5.5326462,14.124465,8.8325872
246.62601,253.526,6700,969000,,12,168,5477,25,2017,10,0,5.1239638,8.6083126,3.2188759,5.5078731,5.5354662,13.784019,8.8098631
247.284,253.81599,6774,991000,,12,176,5477,25,2017,11,0,5.1704841,8.6083126,3.2188759,5.5105376,5.5366096,13.80647,8.8208466
247.80499,254.34399,6632,1213000,,12,159,5477,25,2017,12,0,5.0689044,8.6083126,3.2188759,5.5126419,5.5386877,14.008607,8.7996616
248.85899,255.20399,6489,941000,,12,180,5460,25,2018,1,0,5.1929569,8.6052036,3.2188759,5.5168862,5.5420632,13.754699,8.7778635
249.52901,255.711,6581,884000,,12,166,5460,25,2018,2,0,5.1119876,8.6052036,3.2188759,5.5195751,5.5440478,13.692212,8.7919416
249.577,256.271,6472,1129000,2849.9,12,169,5460,25,2018,3,0,5.1298985,8.6052036,3.2188759,5.5197673,5.5462356,13.936843,8.7752409
250.22701,256.63,6459,886000,,12,162,5460,25,2018,4,0,5.0875964,8.6052036,3.2188759,5.5223684,5.5476356,13.694472,8.7732296
250.79201,257.14499,6196,885000,,12,164,5460,25,2018,5,0,5.0998664,8.6052036,3.2188759,5.5246239,5.5496402,13.693343,8.7316589
251.01801,257.39899,6447,1113000,2870,12,171,5460,25,2018,6,0,5.1416636,8.6052036,3.2188759,5.5255246,5.5506272,13.922569,8.7713699
251.214,257.69901,6195,838000,,12,178,5460,25,2018,7,0,5.1817837,8.6052036,3.2188759,5.5263052,5.5517921,13.638773,8.7314978
251.66299,257.89099,6156,834000,,12,207,5460,25,2018,8,0,5.3327188,8.6052036,3.2188759,5.528091,5.552537,13.633988,8.7251825
252.18201,258.36801,6073,1026000,2875.2,12,174,5460,25,2018,9,0,5.1590552,8.6052036,3.2188759,5.5301509,5.5543852,13.841178,8.7116079
252.772,258.91699,6211,852000,,12,190,5460,25,2018,10,0,5.2470241,8.6052036,3.2188759,5.5324879,5.5565076,13.655342,8.7340775
252.59399,259.439,6115,901000,,12,202,5460,25,2018,11,0,5.3082676,8.6052036,3.2188759,5.5317836,5.5585217,13.711261,8.7185001
252.767,260.06299,6389,1123000,2872.8,12,157,5460,25,2018,12,0,5.0562458,8.6052036,3.2188759,5.5324683,5.5609241,13.931514,8.7623329
252.561,260.76599,6475,891000,,12,151,5568,25,2019,1,0,5.0172796,8.6247911,3.2188759,5.5316529,5.5636234,13.7001,8.7757034
253.319,261.186,6136,906000,,12,173,5568,25,2019,2,0,5.1532917,8.6247911,3.2188759,5.5346494,5.5652328,13.716795,8.7219286
254.27699,261.56699,6202,1089000,2875.4,12,146,5568,25,2019,3,0,4.9836068,8.6247911,3.2188759,5.538424,5.5666904,13.90077,8.7326269
255.233,261.99701,5961,857000,,12,171,5568,25,2019,4,0,5.1416636,8.6247911,3.2188759,5.5421767,5.5683331,13.661193,8.6929932
255.29601,262.21701,5930,875000,,12,182,5568,25,2019,5,0,5.2040067,8.6247911,3.2188759,5.5424237,5.5691724,13.681979,8.6877794
255.213,262.73901,5935,1116000,2872.9,12,185,5568,25,2019,6,0,5.220356,8.6247911,3.2188759,5.5420985,5.5711613,13.925261,8.6886225
255.802,263.28,6061,821000,,12,173,5568,25,2019,7,0,5.1532917,8.6247911,3.2188759,5.5444036,5.5732179,13.618279,8.70963
256.03601,263.87701,5945,1034000,,12,154,5568,25,2019,8,0,5.0369525,8.6247911,3.2188759,5.5453181,5.5754833,13.848946,8.6903057
256.42999,264.388,5753,815000,2884.9,12,178,5568,25,2019,9,0,5.1817837,8.6247911,3.2188759,5.5468559,5.5774179,13.610944,8.6574764
257.155,264.97,5871,847000,,12,149,5568,25,2019,10,0,5.0039463,8.6247911,3.2188759,5.5496788,5.5796165,13.649456,8.6777802
257.879,265.548,5868,1117000,,12,144,5568,25,2019,11,0,4.9698133,8.6247911,3.2188759,5.5524907,5.5817957,13.926157,8.677269
258.63,266.01999,5853,942000,2815.7,12,156,5568,26,2019,12,0,5.0498562,8.6247911,3.2580965,5.5553985,5.5835714,13.75576,8.6747093
258.90601,266.698,5842,862000,,12,159,5182,26,2020,1,1,5.0689044,8.5529461,3.2580965,5.5564651,5.5861168,13.66701,8.6728287
259.246,267.40201,5729,1066000,,12,148,5182,26,2020,2,1,4.9972124,8.5529461,3.2580965,5.5577774,5.5887532,13.879424,8.6532965
258.14999,267.06799,7209,9351000,2774.2,12,141,5182,26,2020,3,1,4.94876,8.5529461,3.2580965,5.5535407,5.5875034,16.050993,8.8830853
256.12601,265.79599,23090,18653000,,12,143,5182,27,2020,4,1,4.9628448,8.5529461,3.2958369,5.5456696,5.5827289,16.741518,10.047154
255.84801,265.461,20933,10867000,,12,134,5182,27,2020,5,1,4.89784,8.5529461,3.2958369,5.5445833,5.5814681,16.201241,9.9490824
257.004,265.83899,17658,5961000,2594.5,12,168,5182,26,2020,6,1,5.1239638,8.5529461,3.2580965,5.5490918,5.582891,15.600749,9.778944
258.40799,267.37299,16391,5534000,,12,183,5182,26,2020,7,1,5.209486,8.5529461,3.2580965,5.5545397,5.5886445,15.526422,9.7044878
259.366,268.39001,13498,4612000,,12,221,5182,27,2020,8,1,5.3981628,8.5529461,3.2958369,5.5582404,5.5924411,15.344172,9.5102968
259.95099,268.89999,12573,3407000,2706.6,12,210,5182,27,2020,9,1,5.3471074,8.5529461,3.2958369,5.560493,5.5943394,15.041343,9.4393072
260.24899,269.28,11012,3977000,,12,233,5182,26,2020,10,1,5.4510384,8.5529461,3.2580965,5.5616388,5.5957518,15.196038,9.3067408
260.89499,269.96701,10713,3005000,,12,254,5182,27,2020,11,1,5.5373344,8.5529461,3.2958369,5.5641179,5.5983,14.915788,9.279213
262.005,270.34,10772,3347000,2727.5,12,201,5182,27,2020,12,1,5.3033047,8.5529461,3.2958369,5.5683637,5.5996804,15.023575,9.2847052
262.51801,270.422,10196,4139000,,12,225,5148,27,2021,1,1,5.4161005,8.5463638,3.2958369,5.5703197,5.5999837,15.235965,9.2297506
263.58301,270.81299,9992,3020000,,12,275,5148,27,2021,2,1,5.6167712,8.5463638,3.2958369,5.5743685,5.6014285,14.920768,9.2095404
264.91,271.461,9734,2677000,2752.1,12,370,5148,27,2021,3,1,5.9135032,8.5463638,3.2958369,5.57939,5.6038184,14.800207,9.1833801
266.75201,273.66501,9801,2356000,,12,380,5148,27,2021,4,1,5.9401712,8.5463638,3.2958369,5.5863194,5.6119046,14.672476,9.1902399
268.452,275.49399,9250,2346000,,12,400,5148,27,2021,5,1,5.9914646,8.5463638,3.2958369,5.5926723,5.618566,14.668222,9.1323786
270.664,277.58499,9547,1642000,2724.2,12,382,5148,27,2021,6,1,5.9454207,8.5463638,3.2958369,5.6008782,5.6261272,14.311425,9.1639824
271.99399,278.612,8770,1819000,,12,372,5148,27,2021,7,1,5.9188938,8.5463638,3.2958369,5.6057801,5.6298203,14.413797,9.079092
272.789,278.99301,8288,1397000,,12,365,5148,27,2021,8,1,5.8998976,8.5463638,3.2958369,5.6086988,5.631187,14.149837,9.0225639
273.88699,279.70999,7659,1362000,2728.8,12,373,5148,28,2021,9,1,5.9215784,8.5463638,3.3322046,5.6127157,5.6337533,14.124465,8.9436369
276.43399,281.62299,7244,1417000,,12,390,5148,28,2021,10,1,5.9661469,8.5463638,3.3322046,5.6219721,5.6405692,14.164053,8.887929
278.79901,283.39301,6733,958000,,12,347,5148,28,2021,11,1,5.8493247,8.5463638,3.3322046,5.6304913,5.6468349,13.772603,8.8147764
280.80801,285.22101,6305,858000,2766.7,12,375,5148,28,2021,12,1,5.9269261,8.5463638,3.3322046,5.637671,5.6532645,13.662359,8.7490978
282.39001,286.811,6549,1187000,,12,349,5272,28,2022,1,1,5.855072,8.5701647,3.3322046,5.6432891,5.6588235,13.986939,8.7870674
284.535,288.28699,6279,888000,,12,315,5272,28,2022,2,1,5.7525725,8.5701647,3.3322046,5.6508565,5.6639566,13.696727,8.7449656
287.55301,289.04099,5993,872000,2749.4,12,350,5272,28,2022,3,1,5.857933,8.5701647,3.3322046,5.661407,5.6665683,13.678545,8.6983471
288.76401,290.51501,6034,1078000,,12,393,5272,28,2022,4,1,5.9738097,8.5701647,3.3322046,5.6656098,5.6716552,13.890618,8.7051659
291.35901,292.07199,5966,849000,,12,312,5272,28,2022,5,1,5.7430034,8.5701647,3.3322046,5.6745563,5.6770005,13.651814,8.6938324
294.996,293.97198,5984,867000,2689.5,12,307,5272,28,2022,6,1,5.7268476,8.5701647,3.3322046,5.6869617,5.6834846,13.672794,8.6968441
294.97699,295.05499,5783,1075000,,12,362,5272,28,2022,7,1,5.891644,8.5701647,3.3322046,5.6868973,5.6871619,13.887832,8.6626778
295.20901,296.569,5983,841000,,12,316,5272,28,2022,8,1,5.7557421,8.5701647,3.3322046,5.6876836,5.6922798,13.642347,8.6966772
296.341,298.284,5755,762000,2710.1,12,329,5272,28,2022,9,1,5.7960577,8.5701647,3.3322046,5.6915107,5.6980462,13.543702,8.6578245
297.86301,299.35101,5950,1007000,,12,258,5272,29,2022,10,1,5.5529594,8.5701647,3.3672957,5.6966338,5.7016168,13.822486,8.6911469
298.64801,300.29199,5956,850000,,12,312,5272,29,2022,11,1,5.7430034,8.5701647,3.3672957,5.6992655,5.7047553,13.652991,8.6921539
298.81201,301.423,5698,1053000,2704.1,12,278,5272,29,2022,12,1,5.6276212,8.5701647,3.3672957,5.6998148,5.7085147,13.867154,8.6478701
300.35599,302.70901,5719,798000,,12,270,5323,29,2023,1,1,5.5984221,8.579792,3.3672957,5.7049685,5.7127719,13.589864,8.6515493
301.509,304.12399,5962,874000,,12,248,5323,29,2023,2,1,5.5134287,8.579792,3.3672957,5.7087998,5.7174354,13.680836,8.693161
301.74399,305.112,5866,968000,2711,12,281,5323,29,2023,3,1,5.6383548,8.579792,3.3672957,5.709579,5.7206788,13.782988,8.6769285
303.03201,306.539,5715,1185000,,12,273,5323,29,2023,4,1,5.6094718,8.579792,3.3672957,5.7138386,5.7253451,13.985253,8.6508493
303.36499,307.646,6117,919000,,12,229,5323,29,2023,5,1,5.433722,8.579792,3.3672957,5.7149367,5.7289495,13.731041,8.7188272
304.00299,308.245,5997,1027000,2711,12,215,5323,30,2023,6,1,5.3706379,8.579792,3.4011974,5.7170377,5.730895,13.842153,8.6990147
304.62799,308.94501,5904,1162000,,12,177,5323,30,2023,7,1,5.1761498,8.579792,3.4011974,5.7190914,5.7331634,13.965653,8.6833849
306.18701,309.65601,6340,951000,,12,226,5323,30,2023,8,1,5.4205351,8.579792,3.4011974,5.724196,5.7354622,13.765269,8.7546339
307.28799,310.64401,6347,1054000,2731.8,12,243,5323,30,2023,9,1,5.4930615,8.579792,3.4011974,5.7277856,5.7386475,13.868103,8.7557373
307.53101,311.39001,6443,843000,,12,200,5323,30,2023,10,1,5.2983174,8.579792,3.4011974,5.7285757,5.7410464,13.644722,8.7707491
308.02399,312.349,6262,881000,,12,174,5323,30,2023,11,1,5.1590552,8.579792,3.4011974,5.7301779,5.7441211,13.688813,8.7422552
308.742,313.20901,6268,1053000,,12,192,5323,30,2023,12,1,5.2574954,8.579792,3.4011974,5.7325058,5.7468705,13.867154,8.7432127
231.679,232.229,12471,1412000,,13,154,5774,22,2013,1,0,5.0369525,8.6611204,3.0910425,5.445353,5.4477239,14.160518,9.4311609
232.937,232.569,11950,1412000,,13,111,5774,22,2013,2,0,4.7095304,8.6611204,3.0910425,5.450768,5.4491868,14.160518,9.3884869
232.282,232.79401,11689,1759000,,13,159,5774,22,2013,3,0,5.0689044,8.6611204,3.0910425,5.4479523,5.4501538,14.380256,9.3664036
231.797,232.832,11760,1389000,,13,122,5774,22,2013,4,0,4.8040209,8.6611204,3.0910425,5.4458618,5.4503174,14.144094,9.3724594
231.89301,232.996,11654,1391000,,13,176,5774,22,2013,5,0,5.1704841,8.6611204,3.0910425,5.4462762,5.4510212,14.145534,9.3634043
232.44501,233.35001,11751,1723000,,13,155,5774,22,2013,6,0,5.0434251,8.6611204,3.0910425,5.4486537,5.4525394,14.359577,9.3716936
232.89999,233.88,11335,1384000,,13,153,5774,22,2013,7,0,5.0304379,8.6611204,3.0910425,5.4506092,5.4548082,14.140489,9.3356504
233.45599,234.336,11279,1667000,,13,103,5774,22,2013,8,0,4.6347289,8.6611204,3.0910425,5.4529934,5.4567561,14.326536,9.330698
233.54401,234.7,11270,1256000,,13,175,5774,22,2013,9,0,5.1647859,8.6611204,3.0910425,5.4533706,5.4583082,14.043443,9.3298998
233.66901,234.92101,11136,1434000,,13,169,5774,22,2013,10,0,5.1298985,8.6611204,3.0910425,5.4539056,5.4592495,14.175979,9.3179388
234.10001,235.35899,10787,1641000,,13,147,5774,22,2013,11,0,4.9904327,8.6611204,3.0910425,5.4557486,5.461112,14.310817,9.2860966
234.71899,235.759,10404,1384000,,13,182,5774,22,2013,12,0,5.2040067,8.6611204,3.0910425,5.4583888,5.46281,14.140489,9.2499456
235.28799,235.961,10202,1307000,,13,148,5821,22,2014,1,0,4.9972124,8.6692276,3.0910425,5.4608102,5.4636664,14.083245,9.2303391
235.547,236.185,10349,1341000,,13,148,5821,22,2014,2,0,4.9972124,8.6692276,3.0910425,5.4619102,5.4646153,14.108926,9.2446451
236.028,236.625,10380,1605000,,13,106,5821,22,2014,3,0,4.6634393,8.6692276,3.0910425,5.4639506,5.4664764,14.288634,9.2476358
236.468,237.07201,9702,1291000,,13,147,5821,22,2014,4,0,4.9904327,8.6692276,3.0910425,5.4658127,5.4683638,14.070928,9.1800871
236.918,237.52901,9859,1569000,,13,143,5821,22,2014,5,0,4.9628448,8.6692276,3.0910425,5.4677143,5.4702897,14.265949,9.1961403
237.231,237.83701,9460,1254000,,13,125,5821,23,2014,6,0,4.8283138,8.6692276,3.1354942,5.4690342,5.4715858,14.041849,9.1548281
237.498,238.19501,9608,1207000,,13,142,5821,22,2014,7,0,4.9558272,8.6692276,3.0910425,5.4701591,5.4730897,14.003649,9.170351
237.46001,238.405,9599,1510000,,13,194,5821,23,2014,8,0,5.267858,8.6692276,3.1354942,5.4699993,5.4739709,14.22762,9.1694145
237.47701,238.786,9262,1180000,,13,152,5821,23,2014,9,0,5.0238805,8.6692276,3.1354942,5.4700708,5.4755678,13.981025,9.1336756
237.42999,239.19099,8990,1155000,,13,180,5821,23,2014,10,0,5.1929569,8.6692276,3.1354942,5.469873,5.4772625,13.959611,9.1038685
236.983,239.45799,9090,1458000,,13,176,5821,23,2014,11,0,5.1704841,8.6692276,3.1354942,5.4679885,5.4783778,14.192576,9.1149302
236.252,239.584,8717,1138000,,13,169,5821,23,2014,12,0,5.1298985,8.6692276,3.1354942,5.4648991,5.4789042,13.944783,9.0730305
234.74699,239.811,8885,1438000,,13,187,5867,23,2015,1,0,5.2311087,8.6770983,3.1354942,5.4585085,5.4798512,14.178763,9.0921202
